RA,Fase,Turma,Nome,Data de Nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Nº Av,IAA,IEG,IPS,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Fase Ideal,Defasagem,IPP,Ano_Referencia,Instituicao_cat,Fase_num,Indicado_flag,Atingiu_PV_flag,nivel_risco,faixa_IEG,faixa_IAA,faixa_IPS,faixa_INDE
RA-1117,FASE 2,2K,Aluno-1117,,,Feminino,2023,Pública,Topázio,8.382366667,3.0,9.0,9.6,7.52,Não informado,7.3,6.0,8.5,,,,7.946666667,10.0,Fase 2 (5° e 6° ano),0,7.708333333,2023,Pública,2,,,Sem risco,Alto,Média,Alto,Alto
RA-1118,FASE 2,2K,Aluno-1118,,,Feminino,2023,Pública,Ametista,7.163833333,3.0,5.3,8.8,7.52,Não informado,6.0,4.8,7.2,,,,8.28,5.0,Fase 3 (7° e 8° ano),-1,7.708333333,2023,Pública,2,,,Risco moderado,Médio,Baixa,Alto,Médio
RA-610,FASE 2,2K,Aluno-610,,,Feminino,2022,Pública,Topázio,8.2857,3.0,10.0,10.0,2.52,Não informado,7.0,6.3,7.7,,,,8.896666667,10.0,Fase 2 (5° e 6° ano),0,8.541666667,2023,Pública,2,,,Sem risco,Alto,Alta,Baixo,Alto
RA-409,FASE 2,2K,Aluno-409,,,Feminino,2022,Pública,Ametista,7.621466667,3.0,8.4,9.5,2.52,Não informado,8.0,6.2,9.7,,,,8.73,5.0,Fase 3 (7° e 8° ano),-1,7.916666667,2023,Pública,2,,,Risco moderado,Alto,Média,Baixo,Médio
RA-466,FASE 2,2L,Aluno-466,,14.0,Masculino,2022,Pública,Ágata,6.595533333,3.0,9.5,7.6,6.89,Não informado,4.5,2.5,6.5,,,,7.056666667,5.0,Fase 4 (9° ano),-2,6.25,2023,Pública,2,,,Risco moderado,Baixo,Alta,Médio,Baixo
RA-760,FASE 2,2L,Aluno-760,,,Masculino,2021,Pública,Ágata,6.548333333,3.0,0.0,8.8,7.52,Não informado,6.3,5.8,6.8,,,,7.84,5.0,Fase 3 (7° e 8° ano),-1,7.083333333,2023,Pública,2,,,Risco moderado,Médio,Baixa,Alto,Baixo
RA-404,FASE 2,2L,Aluno-404,,,Feminino,2020,Pública,Ágata,6.7093,3.0,7.9,8.3,5.02,Não informado,6.0,4.7,7.2,,,,6.89,5.0,Fase 3 (7° e 8° ano),-1,6.875,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-590,FASE 2,2L,Aluno-590,,11.0,Feminino,2020,Privada,Ametista,7.647666667,3.0,6.3,9.7,3.77,Não informado,6.5,5.7,7.3,,,,8.34,10.0,Fase 2 (5° e 6° ano),0,7.291666667,2023,Privada,2,,,Sem risco,Alto,Baixa,Baixo,Médio
RA-469,FASE 2,2L,Aluno-469,,,Feminino,2022,Pública,Ametista,7.482533333,3.0,7.5,9.3,2.52,Não informado,7.8,6.8,8.8,,,,8.843333333,5.0,Fase 3 (7° e 8° ano),-1,7.916666667,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Médio
RA-1119,FASE 2,2L,Aluno-1119,,13.0,Feminino,2023,Pública,Ametista,7.192,3.0,7.3,9.7,3.77,Não informado,5.9,3.0,8.8,,,,8.453333333,5.0,Fase 3 (7° e 8° ano),-1,7.708333333,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Médio
RA-1120,FASE 2,2L,Aluno-1120,,11.0,Feminino,2023,Pública,Topázio,9.103366667,3.0,9.5,9.6,7.52,Não informado,8.3,7.3,9.2,,,,9.676666667,10.0,Fase 2 (5° e 6° ano),0,8.958333333,2023,Pública,2,,,Sem risco,Alto,Alta,Alto,Alto
RA-472,FASE 2,2L,Aluno-472,,,Feminino,2022,Pública,Ágata,6.6858,3.0,5.1,7.1,7.52,Não informado,5.5,3.7,7.2,,,,8.223333333,5.0,Fase 3 (7° e 8° ano),-1,7.708333333,2023,Pública,2,,,Risco moderado,Baixo,Baixa,Alto,Baixo
RA-1121,FASE 2,2L,Aluno-1121,,,Masculino,2023,Pública,Topázio,8.049,3.0,0.0,9.9,6.26,Não informado,8.0,6.5,9.5,,,,9.84,10.0,Fase 2 (5° e 6° ano),0,8.75,2023,Pública,2,,,Sem risco,Alto,Baixa,Médio,Alto
RA-1122,FASE 2,2L,Aluno-1122,,11.0,Masculino,2023,Pública,Ametista,7.3715,3.0,0.0,9.3,6.89,Não informado,6.9,5.2,8.5,,,,8.616666667,10.0,Fase 2 (5° e 6° ano),0,7.291666667,2023,Pública,2,,,Sem risco,Alto,Baixa,Médio,Médio
RA-438,FASE 2,2L,Aluno-438,,,Masculino,2022,Pública,Ágata,6.9883,3.0,6.9,7.5,6.26,Não informado,5.4,3.5,7.3,,,,7.223333333,10.0,Fase 2 (5° e 6° ano),0,6.458333333,2023,Pública,2,,,Sem risco,Baixo,Baixa,Médio,Médio
RA-408,FASE 2,2L,Aluno-408,,13.0,Feminino,2022,Pública,Ametista,7.242133333,3.0,7.9,8.5,3.77,Não informado,6.8,6.0,7.5,,,,8.45,5.0,Fase 3 (7° e 8° ano),-1,8.333333333,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Médio
RA-1123,FASE 2,2L,Aluno-1123,,,Masculino,2023,Pública,Ágata,6.9565,3.0,7.3,8.9,7.52,Não informado,5.3,3.8,6.8,,,,7.113333333,5.0,Fase 3 (7° e 8° ano),-1,7.083333333,2023,Pública,2,,,Risco moderado,Médio,Baixa,Alto,Médio
RA-1124,FASE 2,2M,Aluno-1124,,14.0,Feminino,2023,Pública,Ágata,6.667866667,3.0,9.5,8.0,7.52,Não informado,3.0,1.0,5.0,,,,7.786666667,5.0,Fase 4 (9° ano),-2,7.083333333,2023,Pública,2,,,Risco moderado,Médio,Alta,Alto,Baixo
RA-623,FASE 2,2M,Aluno-623,,14.0,Masculino,2022,Pública,Ametista,7.8307,3.0,10.0,9.5,7.52,Não informado,7.3,5.8,8.8,,,,7.446666667,5.0,Fase 4 (9° ano),-2,7.291666667,2023,Pública,2,,,Risco moderado,Alto,Alta,Alto,Alto
RA-661,FASE 2,2M,Aluno-661,,,Masculino,2022,Pública,Ágata,6.846333333,3.0,0.0,7.7,6.89,Não informado,6.5,4.3,8.7,,,,7.836666667,10.0,Fase 2 (5° e 6° ano),0,7.5,2023,Pública,2,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-626,FASE 2,2M,Aluno-626,,12.0,Masculino,2021,Pública,Ametista,7.231033333,3.0,9.0,9.2,4.39,Não informado,6.5,4.7,8.3,,,,7.613333333,5.0,Fase 3 (7° e 8° ano),-1,7.291666667,2023,Pública,2,,,Risco moderado,Alto,Média,Baixo,Médio
RA-433,FASE 2,2M,Aluno-433,,,Masculino,2022,Pública,Ágata,6.5982,3.0,8.5,7.2,7.52,Não informado,4.8,1.8,7.7,,,,7.613333333,5.0,Fase 3 (7° e 8° ano),-1,5.833333333,2023,Pública,2,,,Risco moderado,Baixo,Média,Alto,Baixo
RA-614,FASE 2,2M,Aluno-614,,13.0,Masculino,2021,Pública,Topázio,8.2282,3.0,9.0,9.1,7.52,Não informado,8.6,8.8,8.3,,,,8.563333333,5.0,Fase 3 (7° e 8° ano),-1,8.333333333,2023,Pública,2,,,Risco moderado,Médio,Média,Alto,Alto
RA-434,FASE 2,2M,Aluno-434,,12.0,Masculino,2022,Pública,Ametista,7.069766667,3.0,6.3,8.0,7.52,Não informado,6.6,5.2,8.0,,,,7.613333333,5.0,Fase 3 (7° e 8° ano),-1,7.5,2023,Pública,2,,,Risco moderado,Médio,Baixa,Alto,Médio
RA-603,FASE 2,2M,Aluno-603,,11.0,Masculino,2022,Pública,Ágata,6.748833333,3.0,0.0,8.9,2.52,Não informado,7.0,5.7,8.2,,,,7.78,10.0,Fase 2 (5° e 6° ano),0,7.708333333,2023,Pública,2,,,Sem risco,Médio,Baixa,Baixo,Baixo
RA-436,FASE 2,2M,Aluno-436,,12.0,Masculino,2022,Pública,Quartzo,5.322366667,3.0,7.5,4.7,2.52,Não informado,3.4,3.7,3.0,,,,7.613333333,5.0,Fase 3 (7° e 8° ano),-1,6.875,2023,Pública,2,,,Risco moderado,Baixo,Baixa,Baixo,Baixo
RA-616,FASE 2,2M,Aluno-616,,,Masculino,2019,Pública,Quartzo,5.612,3.0,0.0,6.6,5.02,Não informado,6.8,5.5,8.0,,,,6.783333333,5.0,Fase 3 (7° e 8° ano),-1,5.833333333,2023,Pública,2,,,Risco moderado,Baixo,Baixa,Baixo,Baixo
RA-437,FASE 2,2M,Aluno-437,,,Masculino,2022,Pública,Ágata,6.947366667,3.0,8.0,8.4,7.52,Não informado,4.7,2.5,6.8,,,,7.78,5.0,Fase 4 (9° ano),-2,7.291666667,2023,Pública,2,,,Risco moderado,Médio,Baixa,Alto,Médio
RA-1125,FASE 2,2M,Aluno-1125,,,Feminino,2023,Pública,Ágata,6.655366667,3.0,4.7,7.9,7.52,Não informado,4.0,1.0,7.0,,,,6.95,10.0,Fase 2 (5° e 6° ano),0,6.666666667,2023,Pública,2,,,Sem risco,Médio,Baixa,Alto,Baixo
RA-619,FASE 2,2M,Aluno-619,,11.0,Feminino,2021,Pública,Ametista,7.891366667,3.0,9.0,7.1,3.77,Não informado,9.0,8.5,9.5,,,,8.116666667,10.0,Fase 2 (5° e 6° ano),0,7.708333333,2023,Pública,2,,,Sem risco,Baixo,Média,Baixo,Alto
RA-620,FASE 2,2M,Aluno-620,,13.0,Masculino,2021,Pública,Ametista,7.043666667,3.0,6.8,8.4,7.52,Não informado,6.2,5.2,7.2,,,,7.503333333,5.0,Fase 3 (7° e 8° ano),-1,6.875,2023,Pública,2,,,Risco moderado,Médio,Baixa,Alto,Médio
RA-1126,FASE 2,2M,Aluno-1126,,12.0,Feminino,2023,Pública,,,3.0,0.0,5.2,3.77,Não informado,,,,,,,7.06,5.0,Fase 3 (7° e 8° ano),-1,7.291666667,2023,Pública,2,,,Risco moderado,Baixo,Baixa,Baixo,
RA-1127,FASE 2,2N,Aluno-1127,,,Feminino,2023,Pública,Topázio,8.3167,3.0,8.5,9.9,5.02,Não informado,6.9,5.0,8.7,,,,9.01,10.0,Fase 2 (5° e 6° ano),0,8.125,2023,Pública,2,,,Sem risco,Alto,Média,Baixo,Alto
RA-1128,FASE 2,2N,Aluno-1128,,12.0,Masculino,2023,Pública,Ágata,6.404533333,3.0,9.5,7.3,5.02,Não informado,3.5,3.0,4.0,,,,7.503333333,5.0,Fase 3 (7° e 8° ano),-1,7.916666667,2023,Pública,2,,,Risco moderado,Baixo,Alta,Baixo,Baixo
RA-1129,FASE 2,2N,Aluno-1129,,11.0,Masculino,2023,Pública,Ametista,7.309333333,3.0,0.0,9.2,6.27,Não informado,7.8,6.8,8.7,,,,7.503333333,10.0,Fase 2 (5° e 6° ano),0,7.916666667,2023,Pública,2,,,Sem risco,Alto,Baixa,Médio,Médio
RA-1130,FASE 2,2N,Aluno-1130,,11.0,Masculino,2023,Pública,Topázio,8.0037,3.0,8.5,8.4,7.52,Não informado,7.3,6.3,8.2,,,,7.503333333,10.0,Fase 2 (5° e 6° ano),0,7.708333333,2023,Pública,2,,,Sem risco,Médio,Média,Alto,Alto
RA-1131,FASE 2,2N,Aluno-1131,,12.0,Feminino,2023,Pública,Topázio,8.316133333,3.0,7.9,9.9,5.02,Não informado,9.1,8.3,9.8,,,,9.286666667,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Alto
RA-1132,FASE 2,2N,Aluno-1132,,12.0,Masculino,2023,Pública,Ágata,6.829533333,3.0,10.0,6.3,6.27,Não informado,5.8,5.2,6.3,,,,7.503333333,5.0,Fase 3 (7° e 8° ano),-1,7.916666667,2023,Pública,2,,,Risco moderado,Baixo,Alta,Médio,Baixo
RA-1133,FASE 2,2N,Aluno-1133,,10.0,Feminino,2023,Pública,Topázio,8.600033333,3.0,9.5,10.0,6.27,Não informado,6.5,5.0,8.0,,,,9.343333333,10.0,Fase 2 (5° e 6° ano),0,8.541666667,2023,Pública,2,,,Sem risco,Alto,Alta,Médio,Alto
RA-1134,FASE 2,2N,Aluno-1134,,11.0,Masculino,2023,Pública,Ametista,7.769866667,3.0,8.0,9.7,3.76,Não informado,6.8,5.5,8.0,,,,7.56,10.0,Fase 2 (5° e 6° ano),0,7.916666667,2023,Pública,2,,,Sem risco,Alto,Baixa,Baixo,Médio
RA-618,FASE 2,2N,Aluno-618,,,Masculino,2020,Pública,Ágata,6.4745,3.0,0.0,9.2,5.02,Não informado,6.2,4.5,7.8,,,,7.95,5.0,Fase 4 (9° ano),-2,8.125,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Baixo
RA-631,FASE 2,2N,Aluno-631,,13.0,Masculino,2022,Pública,Quartzo,5.954666667,3.0,0.0,6.4,6.27,Não informado,7.0,6.0,8.0,,,,6.78,5.0,Fase 3 (7° e 8° ano),-1,7.916666667,2023,Pública,2,,,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-646,FASE 2,2P,Aluno-646,,13.0,Masculino,2019,Pública,Topázio,8.3547,3.0,10.0,8.9,7.52,Não informado,8.4,8.2,8.5,,,,8.783333333,5.0,Fase 3 (7° e 8° ano),-1,8.958333333,2023,Pública,2,,,Risco moderado,Médio,Alta,Alto,Alto
RA-451,FASE 2,2P,Aluno-451,,14.0,Feminino,2019,Pública,Topázio,8.386033333,3.0,8.5,9.5,4.39,Não informado,8.9,7.8,10.0,,,,9.896666667,5.0,Fase 4 (9° ano),-2,9.375,2023,Pública,2,,,Risco moderado,Alto,Média,Baixo,Alto
RA-1135,FASE 2,2P,Aluno-1135,,11.0,Masculino,2023,Pública,Ametista,7.453833333,3.0,0.0,9.4,7.52,Não informado,7.2,4.8,9.5,,,,7.896666667,10.0,Fase 2 (5° e 6° ano),0,8.125,2023,Pública,2,,,Sem risco,Alto,Baixa,Alto,Médio
RA-649,FASE 2,2P,Aluno-649,,,Feminino,2019,Pública,Ametista,7.579533333,3.0,9.0,9.3,3.77,Não informado,6.5,3.8,9.2,,,,8.836666667,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Média,Baixo,Médio
RA-651,FASE 2,2P,Aluno-651,,,Feminino,2022,Pública,Ametista,7.332,3.0,0.0,8.2,3.77,Não informado,9.3,9.8,8.7,,,,7.95,10.0,Fase 2 (5° e 6° ano),0,8.75,2023,Pública,2,,,Sem risco,Médio,Baixa,Baixo,Médio
RA-1136,FASE 2,2P,Aluno-1136,,13.0,Feminino,2023,Pública,Ágata,6.7351,3.0,6.8,8.1,2.52,Não informado,6.6,4.8,8.3,,,,7.723333333,5.0,Fase 3 (7° e 8° ano),-1,8.333333333,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-653,FASE 2,2P,Aluno-653,,12.0,Feminino,2022,Pública,Ametista,7.385666667,3.0,0.0,9.8,6.27,Não informado,7.9,7.7,8.0,,,,9.06,5.0,Fase 3 (7° e 8° ano),-1,9.166666667,2023,Pública,2,,,Risco moderado,Alto,Baixa,Médio,Médio
RA-456,FASE 2,2P,Aluno-456,,12.0,Feminino,2022,Pública,Ametista,7.518,3.0,0.0,8.3,4.39,Não informado,9.9,9.7,10.0,,,,9.953333333,5.0,Fase 3 (7° e 8° ano),-1,9.583333333,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Médio
RA-655,FASE 2,2P,Aluno-655,,13.0,Feminino,2019,Pública,Topázio,8.3198,3.0,7.4,9.9,7.52,Não informado,8.3,7.2,9.3,,,,8.896666667,5.0,Fase 3 (7° e 8° ano),-1,9.166666667,2023,Pública,2,,,Risco moderado,Alto,Baixa,Alto,Alto
RA-656,FASE 2,2P,Aluno-656,,12.0,Feminino,2020,Pública,Ágata,6.780833333,3.0,0.0,8.9,7.52,Não informado,7.3,5.8,8.8,,,,7.173333333,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Médio,Baixa,Alto,Baixo
RA-657,FASE 2,2P,Aluno-657,,,Feminino,2021,Pública,Topázio,8.3532,3.0,8.5,10.0,7.52,Não informado,8.2,7.0,9.3,,,,8.73,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Média,Alto,Alto
RA-644,FASE 2,2P,Aluno-644,,,Feminino,2021,Pública,Ágata,6.897033333,3.0,10.0,5.6,7.52,Não informado,5.9,4.0,7.7,,,,7.503333333,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Baixo,Alta,Alto,Baixo
RA-461,FASE 2,2P,Aluno-461,,12.0,Feminino,2018,Pública,Ametista,7.2379,3.0,7.3,7.9,3.77,Não informado,7.4,5.7,9.0,,,,8.616666667,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Médio
RA-632,FASE 2,2R,Aluno-632,,11.0,Feminino,2022,Pública,Ametista,7.8768,3.0,4.7,9.1,5.64,Não informado,7.4,6.8,8.0,,,,8.563333333,10.0,Fase 2 (5° e 6° ano),0,8.333333333,2023,Pública,2,,,Sem risco,Médio,Baixa,Baixo,Alto
RA-633,FASE 2,2R,Aluno-633,,,Feminino,2020,Pública,Ágata,6.6552,3.0,1.7,8.1,6.27,Não informado,7.2,5.3,9.0,,,,7.286666667,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Médio,Baixa,Médio,Baixo
RA-1137,FASE 2,2R,Aluno-1137,,10.0,Feminino,2023,Pública,Topázio,8.743366667,3.0,9.5,9.8,6.27,Não informado,6.5,6.0,7.0,,,,9.843333333,10.0,Fase 2 (5° e 6° ano),0,9.375,2023,Pública,2,,,Sem risco,Alto,Alta,Médio,Alto
RA-1138,FASE 2,2R,Aluno-1138,,12.0,Feminino,2023,Pública,Topázio,8.3472,3.0,9.0,9.2,6.27,Não informado,9.3,9.0,9.5,,,,8.566666667,5.0,Fase 3 (7° e 8° ano),-1,9.166666667,2023,Pública,2,,,Risco moderado,Alto,Média,Médio,Alto
RA-1139,FASE 2,2R,Aluno-1139,,11.0,Masculino,2023,Pública,Ametista,7.6647,3.0,8.5,9.1,5.64,Não informado,5.3,6.3,4.3,,,,7.79,10.0,Fase 2 (5° e 6° ano),0,8.125,2023,Pública,2,,,Sem risco,Médio,Média,Baixo,Médio
RA-1140,FASE 2,2R,Aluno-1140,,11.0,Feminino,2023,Pública,Ametista,7.703533333,3.0,4.7,8.7,7.52,Não informado,7.3,8.5,6.0,,,,7.62,10.0,Fase 2 (5° e 6° ano),0,7.708333333,2023,Pública,2,,,Sem risco,Médio,Baixa,Alto,Médio
RA-445,FASE 2,2R,Aluno-445,,13.0,Masculino,2022,Pública,Ametista,7.9087,3.0,8.0,8.8,6.89,Não informado,8.4,7.7,9.0,,,,8.176666667,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Médio,Baixa,Médio,Alto
RA-1141,FASE 2,2R,Aluno-1141,,12.0,Feminino,2023,Pública,Ametista,7.2757,3.0,9.0,8.8,7.52,Não informado,5.9,5.5,6.2,,,,7.113333333,5.0,Fase 3 (7° e 8° ano),-1,7.708333333,2023,Pública,2,,,Risco moderado,Médio,Média,Alto,Médio
RA-639,FASE 2,2R,Aluno-639,,11.0,Feminino,2021,Pública,Ametista,7.5853,3.0,7.4,8.1,6.27,Não informado,6.3,4.8,7.8,,,,7.62,10.0,Fase 2 (5° e 6° ano),0,8.125,2023,Pública,2,,,Sem risco,Médio,Baixa,Médio,Médio
RA-1142,FASE 2,2R,Aluno-1142,,11.0,Feminino,2023,Pública,Topázio,9.175033333,3.0,9.0,10.0,7.52,Não informado,10.0,10.0,10.0,,,,8.343333333,10.0,Fase 2 (5° e 6° ano),0,8.541666667,2023,Pública,2,,,Sem risco,Alto,Média,Alto,Alto
RA-642,FASE 2,2R,Aluno-642,,,Feminino,2021,Pública,Topázio,8.416866667,3.0,9.5,9.2,6.27,Não informado,6.5,5.7,7.2,,,,9.173333333,10.0,Fase 2 (5° e 6° ano),0,8.75,2023,Pública,2,,,Sem risco,Alto,Alta,Médio,Alto
RA-658,FASE 2,2U,Aluno-658,,10.0,Feminino,2022,Pública,Topázio,8.438533333,3.0,9.5,9.5,7.52,Não informado,6.1,5.3,6.8,,,,9.173333333,10.0,Fase 2 (5° e 6° ano),0,7.916666667,2023,Pública,2,,,Sem risco,Alto,Alta,Alto,Alto
RA-588,FASE 2,2U,Aluno-588,,10.0,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.3527,3.0,8.0,9.6,2.52,Não informado,7.8,7.5,8.0,,,,9.673333333,10.0,Fase 2 (5° e 6° ano),0,8.958333333,2023,Privada,2,,,Sem risco,Alto,Baixa,Baixo,Alto
RA-662,FASE 2,2U,Aluno-662,,12.0,Feminino,2022,Pública,Ágata,6.733566667,3.0,6.8,7.6,6.27,Não informado,6.7,4.3,9.0,,,,6.72,5.0,Fase 3 (7° e 8° ano),-1,7.291666667,2023,Pública,2,,,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-403,FASE 2,2U,Aluno-403,,,Masculino,2020,Pública,Ametista,7.716366667,3.0,8.5,8.8,6.27,Não informado,7.8,6.8,8.8,,,,8.45,5.0,Fase 3 (7° e 8° ano),-1,7.291666667,2023,Pública,2,,,Risco moderado,Médio,Média,Médio,Médio
RA-591,FASE 2,2U,Aluno-591,,,Masculino,2021,Pública,Ametista,7.1472,3.0,9.0,8.5,6.27,Não informado,6.9,6.2,7.5,,,,7.333333333,5.0,Fase 3 (7° e 8° ano),-1,5.833333333,2023,Pública,2,,,Risco moderado,Médio,Média,Médio,Médio
RA-592,FASE 2,2U,Aluno-592,,11.0,Feminino,2020,Privada,Ametista,7.935466667,3.0,6.2,9.2,3.77,Não informado,7.6,5.5,9.7,,,,8.95,10.0,Fase 2 (5° e 6° ano),0,7.916666667,2023,Privada,2,,,Sem risco,Alto,Baixa,Baixo,Alto
RA-602,FASE 2,2U,Aluno-602,,12.0,Masculino,2019,Pública,Topázio,8.5592,3.0,10.0,9.6,7.52,Não informado,8.1,7.3,8.8,,,,9.51,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Alta,Alto,Alto
RA-666,FASE 2,2U,Aluno-666,,,Masculino,2022,Pública,Topázio,8.720366667,3.0,9.5,9.1,7.52,Não informado,7.1,6.7,7.5,,,,9.62,10.0,Fase 2 (5° e 6° ano),0,8.541666667,2023,Pública,2,,,Sem risco,Médio,Alta,Alto,Alto
RA-667,FASE 2,2U,Aluno-667,,12.0,Masculino,2021,Pública,Ágata,6.774866667,3.0,9.0,6.9,6.89,Não informado,5.2,3.0,7.3,,,,7.836666667,5.0,Fase 3 (7° e 8° ano),-1,7.083333333,2023,Pública,2,,,Risco moderado,Baixo,Média,Médio,Baixo
RA-422,FASE 2,2U,Aluno-422,,,Masculino,2022,Pública,Quartzo,5.57,3.0,0.0,7.8,7.52,Não informado,4.4,3.0,5.7,,,,6.106666667,5.0,Fase 3 (7° e 8° ano),-1,6.666666667,2023,Pública,2,,,Risco moderado,Baixo,Baixa,Alto,Baixo
RA-595,FASE 2,2U,Aluno-595,,,Masculino,2018,Pública,Quartzo,5.078666667,3.0,0.0,7.0,7.52,Não informado,3.3,3.2,3.3,,,,5.55,5.0,Fase 3 (7° e 8° ano),-1,6.666666667,2023,Pública,2,,,Risco moderado,Baixo,Baixa,Alto,Baixo
RA-423,FASE 2,2U,Aluno-423,,13.0,Feminino,2022,Pública,Ágata,6.607533333,3.0,8.0,8.7,6.89,Não informado,3.4,2.3,4.5,,,,7.45,5.0,Fase 3 (7° e 8° ano),-1,7.083333333,2023,Pública,2,,,Risco moderado,Médio,Baixa,Médio,Baixo
RA-669,FASE 2,2U,Aluno-669,,11.0,Masculino,2022,Pública,Ametista,7.345033333,3.0,8.5,7.8,7.52,Não informado,5.0,3.3,6.7,,,,7.06,10.0,Fase 2 (5° e 6° ano),0,7.708333333,2023,Pública,2,,,Sem risco,Baixo,Média,Alto,Médio
RA-670,FASE 2,2U,Aluno-670,,,Feminino,2022,Pública,Topázio,8.6067,3.0,9.5,8.7,7.52,Não informado,7.0,5.8,8.2,,,,9.343333333,10.0,Fase 2 (5° e 6° ano),0,8.958333333,2023,Pública,2,,,Sem risco,Médio,Alta,Alto,Alto
RA-609,FASE 2,2U,Aluno-609,,,Masculino,2019,Pública,Ágata,6.463033333,3.0,9.5,6.4,7.52,Não informado,5.3,3.2,7.3,,,,6.216666667,5.0,Fase 3 (7° e 8° ano),-1,6.875,2023,Pública,2,,,Risco moderado,Baixo,Alta,Alto,Baixo
RA-326,FASE 3,3A,Aluno-326,,13.0,Feminino,2022,Privada,Topázio,8.65075,4.0,9.6,9.4,3.14,Não informado,8.2,8.3,7.5,8.8,,,9.76,10.0,Fase 3 (7° e 8° ano),0,9.0625,2023,Privada,3,,,Sem risco,Alto,Alta,Baixo,Alto
RA-179,FASE 3,3A,Aluno-179,,12.0,Masculino,2022,Pública,Topázio,8.437641667,4.0,8.8,9.4,7.52,Não informado,6.4,8.7,6.3,4.3,,,8.9225,10.0,Fase 3 (7° e 8° ano),0,8.59375,2023,Pública,3,,,Sem risco,Alto,Média,Alto,Alto
RA-1143,FASE 3,3A,Aluno-1143,,15.0,Feminino,2023,Pública,Ágata,6.445933333,4.0,8.8,7.0,6.26,Não informado,5.3,6.0,6.3,3.5,,,6.2075,5.0,Fase 5 (1° EM),-2,7.5,2023,Pública,3,,,Risco moderado,Baixo,Média,Médio,Baixo
RA-330,FASE 3,3A,Aluno-330,,,Feminino,2018,Pública,Ágata,6.084875,4.0,9.6,7.2,6.89,Não informado,3.3,3.8,3.8,2.3,,,5.8275,5.0,Fase 5 (1° EM),-2,6.71875,2023,Pública,3,,,Risco moderado,Baixo,Alta,Médio,Baixo
RA-332,FASE 3,3A,Aluno-332,,,Masculino,2017,Privada - Programa de Apadrinhamento,Topázio,8.002591667,4.0,9.2,8.4,8.76,Não informado,6.8,6.3,7.7,6.5,,,9.175,5.0,Fase 4 (9° ano),-1,8.28125,2023,Privada,3,,,Risco moderado,Médio,Alta,Alto,Alto
RA-199,FASE 3,3A,Aluno-199,,,Masculino,2022,Privada,Ametista,7.892341667,4.0,9.2,7.6,7.51,Não informado,8.5,8.2,8.2,9.2,,,8.505,5.0,Fase 4 (9° ano),-1,7.96875,2023,Privada,3,,,Risco moderado,Baixo,Alta,Médio,Alto
RA-1144,FASE 3,3B,Aluno-1144,,13.0,Feminino,2023,Pública,Ametista,7.410625,4.0,0.0,9.4,5.02,Não informado,8.0,7.0,8.2,8.8,,,8.0025,10.0,Fase 3 (7° e 8° ano),0,8.28125,2023,Pública,3,,,Sem risco,Alto,Baixa,Baixo,Médio
RA-352,FASE 3,3B,Aluno-352,,12.0,Masculino,2019,Pública,Ametista,7.840341667,4.0,9.2,8.1,6.26,Não informado,7.2,8.2,6.0,7.5,,,7.17,10.0,Fase 3 (7° e 8° ano),0,7.96875,2023,Pública,3,,,Sem risco,Médio,Alta,Médio,Alto
RA-1145,FASE 3,3B,Aluno-1145,,11.0,Feminino,2023,Pública,Ametista,7.484375,4.0,0.0,9.5,4.39,Não informado,7.8,7.7,7.7,8.0,,,8.63,10.0,Fase 2 (5° e 6° ano),1,8.59375,2023,Pública,3,,,Sem risco,Alto,Baixa,Baixo,Médio
